,source,target,name,elevation,length,vegetation,location,type
596,660,661,new line.l(r:p3rdt169-p3rdt170),169.8387222,0.411362,0,1,1
597,660,288,transformer.tr(r:p3rdt169-p3rdt169lv),173.1861725,0,0,1,2
598,661,658,new line.padswitch(r:p3rdt165-p3rdt170)p3r_819,166.3151398,0.001,0,1,0
599,661,290,transformer.tr(r:p3rdt170-p3rdt170lv),166.491272,0,0,1,2
600,662,660,new line.l(r:p3rdt166-p3rdt169),173.0527878,0.01844,0,1,1
601,662,278,transformer.tr(r:p3rdt166-p3rdt166lv),172.9194031,0,0,1,2
602,663,662,new line.l(r:p3rdt161-p3rdt166),173.6753387,0.178335,0,1,1
603,663,578,new line.fuse(r:p3rdt161-p3rdt163)p3r_987,174.5459671,0.001,0,1,1
604,663,255,transformer.tr(r:p3rdt161-p3rdt161lv),174.4312744,0,0,1,2
605,664,663,new line.l(r:p3rdt161-p3rdt162),178.8157959,0.266419,0.4,1,1
606,664,582,new line.fuse(r:p3rdt162-p3rdt168)p3r_988,183.211853,0.001,4,1,1
607,664,260,transformer.tr(r:p3rdt162-p3rdt162lv),183.2003174,0,4,1,2
608,665,664,new line.l(r:p3rdt162-p3rdt164),185.2231369,0.108376,0.8,1,1
609,665,273,transformer.tr(r:p3rdt164-p3rdt164lv),187.5720749,0,0,1,2
610,666,665,new line.l(r:p3rdt164-p3rdt37),191.7365799,0.172754,0,1,1
611,666,52,transformer.tr(r:p3rdt37-p3rdt37lv),196.3181534,0,0,1,2
612,667,666,new line.l(r:p3rdt37-p3rdt39),197.5494919,0.0343949,0,1,1
613,667,58,transformer.tr(r:p3rdt39-p3rdt39lv),198.9698105,0,0,1,2
614,668,667,new line.l(r:p3rdt35-p3rdt39),199.1982727,0.0171925,0,1,1
615,668,39,transformer.tr(r:p3rdt35-p3rdt35lv),199.524765,0,0,1,2
616,669,668,new line.l(r:p3rdt35-p3rdt36),202.4986954,0.0824659,0,1,1
617,669,50,transformer.tr(r:p3rdt36-p3rdt36lv),205.4726257,0,0,1,2
618,670,671,new line.l(r:p3rdt36-p3rdt38)_s0,222.2659836,0.139268,0,1,1
619,670,56,transformer.tr(r:p3rdt38-p3rdt38lv),222.8468323,0,0,1,2
620,671,669,new line.l(r:p3rdt36-p3rdt38)_s1,213.7458344,0.0206787,0,1,1
621,672,670,new line.l(r:p3rdt128-p3rdt38),226.5329971,0.697846,1.3,1,1
622,672,202,transformer.tr(r:p3rdt128-p3rdt128lv),230.9866028,0,0,1,2
623,673,674,new line.l(r:p3rdt104-p3rdt128)_s0,189.7976151,0.141815,0,1,1
624,673,147,transformer.tr(r:p3rdt104-p3rdt104lv),190.0584717,0,0,1,2
625,674,672,new line.l(r:p3rdt104-p3rdt128)_s1,210.0449142,1.5,1.3,1,1
626,675,673,new line.l(r:p3rdt104-p3rdt107),190.5878143,0.405027,0,1,1
627,676,648,new line.l(r:p3rdt105-p3rdt107),192.1010895,0.116688,0,1,1
628,677,678,new line.l(r:p3rdt105-p3rdt108),195.521843,0.161111,0,1,1
629,677,160,transformer.tr(r:p3rdt108-p3rdt108lv),197.5014725,0,0,1,2
630,678,525,new line.fuse(r:p3rdt105-p3rdt106)p3r_979,193.3830109,0.001,0,1,1
631,678,676,new line.goab_disswitch(r:p3rdt105-p3rdt107)p3r_1315,193.282547,0.001,0,1,0
632,678,149,transformer.tr(r:p3rdt105-p3rdt105lv),193.3809891,0,0,1,2
633,679,677,new line.l(r:p3rdt108-p3rdt111),198.7669449,0.0981932,0,1,1
634,679,174,transformer.tr(r:p3rdt111-p3rdt111lv),199.7131348,0,0,1,2
635,680,681,new line.l(r:p3rdt111-p3rdt115)_s0,211.5854416,0.251013,0,1,1
636,680,742,new line.l(r:p3rdt113-p3rdt115),219.1481247,0.063236,0,1,1
637,680,520,new line.fuse(r:p3rdt109-p3rdt115)p3r_981,209.7071381,0.001,0,1,1
638,680,522,new line.fuse(r:p3rdt110-p3rdt115)p3r_982,222.6087494,0.001,0,1,1
639,680,185,transformer.tr(r:p3rdt115-p3rdt115lv),219.1559219,0,0,1,2
640,681,679,new line.l(r:p3rdt111-p3rdt115)_s1,201.9418564,0.505101,0,1,1
641,682,680,new line.l(r:p3rdt115-p3rdt440),247.3532181,0.449941,0.6,1,1
642,682,584,new line.fuse(r:p3rdt434-p3rdt440)p3r_1055,275.5353241,0.001,0,1,1
643,682,586,new line.fuse(r:p3rdt435-p3rdt440)p3r_1056,267.8105316,0.001,6.2,1,1
644,682,332,transformer.tr(r:p3rdt440-p3rdt440lv),275.546051,0,0,1,2
645,683,684,new line.l(r:p3rdt440-p3rdt960)_s0,287.5467377,0.14989,3.1,1,1
646,683,593,new line.fuse(r:p3rdt956-p3rdt960)p3r_1163,285.9072571,0.001,0,1,1
647,683,597,new line.fuse(r:p3rdt957-p3rdt960)p3r_1164,286.2258606,0.001,0,1,1
648,683,365,transformer.tr(r:p3rdt960-p3rdt960lv),286.2258606,0,0,1,2
649,684,682,new line.l(r:p3rdt440-p3rdt960)_s1,282.2068329,0.901745,3.5,1,1
650,685,683,new line.l(r:p3rdt960-p3rdt966),285.213623,0.0962247,4.8,1,1
651,685,375,transformer.tr(r:p3rdt966-p3rdt966lv),284.2013855,0,6,1,2
652,686,685,new line.l(r:p3rdt959-p3rdt966),298.1315002,0.479236,8,1,1
653,686,516,new line.fuse(r:p3rdt955-p3rdt959)p3r_1162,310.9137268,0.001,6,1,1
654,686,693,new line.goab_disswitch(r:p3rdt1074-p3rdt959)p3r_1347,312.061615,0.001,6,1,0
655,686,363,transformer.tr(r:p3rdt959-p3rdt959lv),311.9060669,0,6,1,2
656,687,688,new line.l(r:p3rdt538-p3rdt547),264.7971344,0.20368,4.7,1,1
657,687,598,new line.fuse(r:p3rdt438-p3rdt538)p3r_1082,274.2259827,0.001,9,1,1
658,687,336,transformer.tr(r:p3rdt538-p3rdt538lv),272.806488,0,9.6,1,2
659,688,608,new line.fuse(r:p3rdt541-p3rdt547)p3r_1083,255.3128586,0.001,20,1,1
660,688,609,new line.fuse(r:p3rdt544-p3rdt547)p3r_1084,255.3682861,0.001,20,1,1
661,688,351,transformer.tr(r:p3rdt547-p3rdt547lv),255.3079834,0,20,1,2
662,689,690,new line.l(r:p3rdt538-p3rdt967),255.034111,0.080267,6.2,1,1
663,689,379,transformer.tr(r:p3rdt967-p3rdt967lv),254.8796387,0,0,1,2
664,690,756,new line.l(r:p3rdt538-p3rdt967)_disconnect,255.3318787,0.001,2.5,1,1
665,691,689,new line.l(r:p3rdt1073-p3rdt967),255.1481094,0.161809,4,1,1
666,691,445,transformer.tr(r:p3rdt1073-p3rdt1073lv),255.787468,0,0,1,2
667,692,691,new line.l(r:p3rdt1073-p3rdt1074),257.0443649,0.115489,4.5,1,1
668,692,448,transformer.tr(r:p3rdt1074-p3rdt1074lv),259.3011627,0,0,1,2
669,693,694,new line.l(r:p3rdt1074-p3rdt959),314.4024353,0.0840779,4,1,1
670,694,757,new line.l(r:p3rdt1074-p3rdt959)_disconnect,320.0654602,0.001,3.2,1,1
671,695,686,new line.l(r:p3rdt959-p3rdt964),314.1718292,0.0695144,6.9,1,1
672,695,373,transformer.tr(r:p3rdt964-p3rdt964lv),317.0820313,0,7,1,2
673,696,697,new line.l(r:p3rdt964-p3rdt988),389.8217163,0.113856,0.9,1,1
674,696,384,transformer.tr(r:p3rdt988-p3rdt988lv),396.1325073,0,0,1,2
675,697,758,new line.l(r:p3rdt964-p3rdt988)_disconnect,382.2348633,0.001,2.3,1,1
676,698,699,new line.l(r:p3rdt1001-p3rdt988),408.3239899,0.0927165,2.1,1,1
677,699,759,new line.l(r:p3rdt1001-p3rdt988)_disconnect,405.7853394,0.001,0.8,1,1
678,700,701,new line.l(r:p3rdt1001-p3rdt313),530.8589478,0.151864,1.5,1,1
679,701,760,new line.l(r:p3rdt1001-p3rdt313)_disconnect,525.5675659,0.001,2,1,1
680,702,703,new line.l(r:p3rdt1084-p3rdt313),600.2068176,0.0899363,3.1,1,1
681,703,761,new line.l(r:p3rdt1084-p3rdt313)_disconnect,598.3357239,0.001,2,1,1
682,704,705,new line.l(r:p3rdt1076-p3rdt1084),603.1137085,0.143151,9.2,1,1
683,704,502,new line.fuse(r:p3rdt1076-p3rdt1083)p3r_1179,604.5396118,0.001,20.8,1,1
684,704,454,transformer.tr(r:p3rdt1076-p3rdt1076lv),605.3884277,0,18.1,1,2
685,705,702,new line.recloser_disswitch(r:p3rdt1084-p3rdt313)p3r_1313,601.6121826,0.001,11.5,1,1
686,705,481,transformer.tr(r:p3rdt1084-p3rdt1084lv),601.6878052,0,12,1,2
687,706,704,new line.l(r:p3rdt1076-p3rdt1086),606.3471985,0.136962,13.4,1,1
688,706,613,new line.fuse(r:p3rdt1077-p3rdt1086)p3r_1182,608.5750732,0.001,8,1,1
689,706,485,transformer.tr(r:p3rdt1086-p3rdt1086lv),608.1547852,0,8,1,2
690,707,706,new line.l(r:p3rdt1079-p3rdt1086),609.9994812,0.0586455,9.2,1,1
691,707,497,new line.fuse(r:p3rdt1079-p3rdt1082)p3r_1180,611.8441772,0.001,9,1,1
692,707,463,transformer.tr(r:p3rdt1079-p3rdt1079lv),611.5293274,0,9,1,2
693,708,707,new line.l(r:p3rdt1079-p3rdt1085),613.4051819,0.0984994,2.5,1,1
694,708,618,new line.fuse(r:p3rdt1085-p3rdt1087)p3r_1181,614.8733215,0.001,1,1,1
695,708,483,transformer.tr(r:p3rdt1085-p3rdt1085lv),614.8597412,0,10,1,2
696,709,708,new line.l(r:p3rdt1080-p3rdt1085),615.0375671,0.0528026,18.3,1,1
697,709,467,transformer.tr(r:p3rdt1080-p3rdt1080lv),615.1089478,0,23,1,2
698,710,709,new line.l(r:p3rdt1063-p3rdt1080),615.2694092,0.227831,11.7,1,1
699,710,424,transformer.tr(r:p3rdt1063-p3rdt1063lv),615.4298706,0,8,1,2
700,711,710,new line.l(r:p3rdt1055-p3rdt1063),615.2680359,0.0188273,4,1,1
701,711,404,transformer.tr(r:p3rdt1055-p3rdt1055lv),615.5404358,0,0,1,2
702,712,711,new line.l(r:p3rdt1055-p3rdt1066),615.2861938,0.0891742,3.6,1,1
703,712,430,transformer.tr(r:p3rdt1066-p3rdt1066lv),615.4661865,0,7.6,1,2
704,713,712,new line.l(r:p3rdt1060-p3rdt1066),615.1560364,0.0199732,9.4,1,1
705,713,718,new line.l(r:p3rdt1057-p3rdt1060),612.3558655,0.0862018,7.5,1,1
706,713,420,transformer.tr(r:p3rdt1060-p3rdt1060lv),615.2385254,0,10,1,2
707,714,713,new line.l(r:p3rdt1052-p3rdt1060),622.1007996,0.250823,4,1,1
708,714,624,new line.fuse(r:p3rdt1052-p3rdt1065)p3r_1177,429.9738159,0.001,7,1,1
709,714,397,transformer.tr(r:p3rdt1052-p3rdt1052lv),629.3557129,0,7.8,1,2
710,715,762,new line.l(r:p3rdt1052-p3rhs0_1247)_disconnect,416.4191132,0.001,25,1,1
711,716,717,new line.l(r:p3rdt1057lv-p3rlv1868),610.3894043,0.0233164,2.4,0,1
712,718,744,new line.fuse(r:p3rdt1057-p3rdt1062)p3r_1178,610.0862427,0.001,8,1,1
713,718,716,transformer.tr(r:p3rdt1057-p3rdt1057lv),609.8658447,0,8,1,2
714,719,720,new line.l(r:p3rdt540lv-p3rlv998),410.8583984,0.0444869,0,0,1
715,721,722,new line.l(r:p3rdt347-p3rdt540),465.8629456,0.125208,1.6,1,1
716,721,310,transformer.tr(r:p3rdt347-p3rdt347lv),473.1586914,0,3.6,1,2
717,722,763,new line.l(r:p3rdt347-p3rdt540)_disconnect,457.705307,0.001,0,1,1
718,723,724,new line.l(r:p3rdt314-p3rdt347),526.6856689,0.0803963,1.2,1,1
719,723,306,transformer.tr(r:p3rdt314-p3rdt314lv),529.9205933,0,0,1,2
720,724,765,new line.l(r:p3rdt314-p3rdt347)_disconnect,523.8660583,2.001,3.5,1,1
721,725,726,new line.l(r:p3rdt313-p3rdt314),537.1685486,0.103619,3.8,1,1
722,725,700,new line.goab_disswitch(r:p3rdt1001-p3rdt313)p3r_1329,536.0310974,0.001,4,1,0
723,725,304,transformer.tr(r:p3rdt313-p3rdt313lv),535.5709839,0,4,1,2
724,726,766,new line.l(r:p3rdt313-p3rdt314)_disconnect,537.2822876,0.001,6.6,1,1
725,727,728,new line.l(r:p3rdt176lv-p3rlv323),180.5911407,0.001,0,0,1
726,729,730,new line.l(r:p3rdt153-p3rdt176),184.6030731,0.386213,0,1,1
727,729,229,transformer.tr(r:p3rdt153-p3rdt153lv),188.6830444,0,0,1,2
728,730,510,new line.fuse(r:p3rdt154-p3rdt176)p3r_992,180.5353241,0.001,0,1,1
729,730,727,transformer.tr(r:p3rdt176-p3rdt176lv),180.5632324,0,0,1,2
730,731,732,new line.l(r:p3rdt159lv-p3rlv289),222.3849869,0.001,0,0,1
731,733,734,new line.l(r:p3rdt33lv-p3rlv57),165.1992416,0.0320999,0,0,1
732,735,736,new line.l(r:p3rdt167-p3rdt33),165.1946564,0.239736,0.3,0,1
733,736,750,new line.padswitch(r:p3rdt167-p3rdt33)p3r_814,165.6191788,0.001,0,1,0
734,737,738,new line.l(r:p3rdt1446lv-p3rlv2641),167.8699799,0.016502,0,0,1
735,737,739,new line.l(r:p3rdt1446lv-p3rlv2645),167.2672882,0.016502,0,0,1
736,740,741,new line.l(r:p3rdt113lv-p3rlv200),218.0297852,0.001,0,0,1
737,742,740,transformer.tr(r:p3rdt113-p3rdt113lv),218.3871841,0,0,1,2
738,743,714,new line.l(r:p3rdt1052-p3rdt1054),638.9716492,0.198406,8.9,1,1
739,744,495,new line.padswitch(r:p3rdt1057-p3rdt1062)p3r_811,610.3066406,0.001,8.9,1,0
740,745,422,transformer.tr(r:p3rdt1062-p3rdt1062lv),614.7779846,0,11,1,2
741,746,614,new line.padswitch(r:p3rdt1059-p3rdt1064)p3r_821,598.4854736,0.001,8,1,0
742,746,426,transformer.tr(r:p3rdt1064-p3rdt1064lv),597.3529663,0,8,1,2
743,747,417,transformer.tr(r:p3rdt1059-p3rdt1059lv),586.514221,7.01,8,1,2
744,748,653,new line.padswitch(r:p3rdt1452-p3rdt167)p3r_815,164.8383179,0.001,0,1,0
745,748,735,new line.padswitch(r:p3rdt167-p3rdt33)p3r_813,164.8995361,0.001,0,1,0
746,748,283,transformer.tr(r:p3rdt167-p3rdt167lv),164.8995361,0,0,1,2
747,749,656,new line.padswitch(r:p3rdt165-p3rdt167)p3r_817,165.0893631,0.001,0,1,0
748,749,276,transformer.tr(r:p3rdt165-p3rdt165lv),165.6861954,0,0,1,2
749,750,733,transformer.tr(r:p3rdt33-p3rdt33lv),165.8097992,0,0,1,2
750,751,592,new line.l(r:p3rdt956-p3rdt960)_cont,288.3765564,0.814104,3.1,1,1
751,752,753,new line.l(r:p3rdt1077-p3rdt494)_cont,513.0888672,1.04805,18.6,1,1
752,753,334,transformer.tr(r:p3rdt494-p3rdt494lv),459.1444702,0,23,1,2
753,754,625,new line.l(r:p3rdt0-p3rdt171)_cont,237.3008957,0.7244253,0,1,1
754,755,645,new line.l(r:p3rdt107-p3rdt6)_cont,183.8402481,0.8875251,0,1,1
755,756,687,new line.l(r:p3rdt538-p3rdt967)_cont,264.8505783,0.731403,8.1,1,1
756,757,692,new line.l(r:p3rdt1074-p3rdt959)_cont,291.0299072,0.7657011,3.9,1,1
757,758,695,new line.l(r:p3rdt964-p3rdt988)_cont,348.6204224,1.033704,5.8,1,1
758,759,696,new line.l(r:p3rdt1001-p3rdt988)_cont,400.6252747,0.8434485,1.8,1,1
759,760,635,new line.l(r:p3rdt1001-p3rdt313)_cont,467.6374054,1.375776,2.9,1,1
760,761,725,new line.l(r:p3rdt1084-p3rdt313)_cont,567.4245911,0.8184267,4.4,1,1
761,762,714,new line.l(r:p3rdt1052-p3rhs0_1247)_cont,422.4389496,1000.422245,6.3,1,1
762,763,764,new line.l(r:p3rdt347-p3rdt540)_cont,432.4349823,3.135872,3.6,1,1
763,764,719,transformer.tr(r:p3rdt540-p3rdt540lv),408.7492371,0,2.4,1,2
764,765,721,new line.l(r:p3rdt314-p3rdt347)_cont,498.7639313,0.7325667,3.6,1,1
765,766,723,new line.l(r:p3rdt313-p3rdt314)_cont,533.6131592,0.941571,2.9,1,1
